Text,Label
The framework is also appli- cable to non-human motion synthesis,own_claim
this framework can be used to generate control signals for robots to achieve a particular task by generating the motion graph for previously known motion-control signal pairs,own_claim
the resulting motions will also carry the underlying style of the data,own_claim
During the synthesis we can not only synthesize the final robot motion but also the associated control signals that achieve specific goals,own_claim
the generated motions are obtained by putting pieces of motions in the dataset,data
"we can take the motion data for one character, and produce more motions with the intrinsic style of the character",own_claim
"During the construction of the final motion, better ways of smoothing between adjacent motions could be used to improve realism",background_claim
Popovic 1999,data
motions could also be synthesized on non-uniform surfaces which the current framework cannot handle,own_claim
Using better post processing,data
Additional post processing may involve physically based modelling to make sure the synthesized motions are also physically correct,own_claim
"By analyzing patterns in the motion dataset, we might also infer these styles or obtain higher level descriptions",background_claim
"Automatic integration of higher level stylistic constraints could be incorporated into the framework, avoiding the arduous job of labelling every motion with the intrinsic style by hand",own_claim
Brand and Hertzmann 2001,data
The synthesized motions are strictly bound to the motions that were available in the original dataset,own_claim
it is conceivable that the motions that are very close to the dataset could also be incorporated in the synthesizable motions using learned stylistic variations,own_claim
The integrity of the original dataset directly effects the quality of the synthesized motion,own_claim
we will not be able to synthesize motions that involve “turning left”,own_claim
the incoming motion dataset does not contain any “turning left” motions,data
An automatic way of summarizing the portions of the “possible human motions” space that have not been explored well enough by the dataset could improve the data gathering and eventually the synthesized motions,own_claim
This could also serve as a palette for artists,own_claim
the animator could interactively select the motions that need to be used during the synthesis,own_claim
some portions of the precomputed motion graph can be paged in and out of memory depending on the required motion.,data
This would give animators a tool whereby they can select the set of motions to work with in advance,own_claim
this encourages comprehensive re-use of motion data,own_claim
only the portion of the motion graph involving the desired motions could be loaded,own_claim
the new motions will be created only from the artist selected set,own_claim
creating effective tools for synthesis of realistic human motion remains an open problem in computer animation,background_claim
This is particularly true for synthesis of highly dynamic character motion,background_claim
running,data
leaping,data
jumping,data
other athletic and acrobatic maneuvers that frequently occur in feature special effects and video games,data
Synthesizing such motions can be challenging,background_claim
any physical inaccuracies in these motions are particularly noticeable,data
Both spacetime optimization and controller synthesis approaches have been proposed for direct synthesis of dynamic character motion,background_claim
these methods do satisfy physical laws,background_claim
they tend to appear overly smooth and at times robotic,background_claim
these methods do not provide interactive control,background_claim
often requiring considerable offline processing time before the animation sequence is generated,data
it is difficult to achieve a graceful degradation of realism for the purpose of greater control,background_claim
"In contrast to direct synthesis, methods based on adaptation of motion capture data produce highly realistic motion, especially in the neighborhood of captured motion samples",background_claim
They also run at interactive speeds,background_claim
they employ data interpolation techniques,data
these methods require a large number of motion samples,background_claim
the animator wants to interactively control a specific parameter of the animation,data
the landing foot position in a particular acrobatic stunt,data
the interpolation techniques would require an already existing family of motion sequences where the only difference in motion is the landing foot position,background_claim
the need for a large dataset is particularly pronounced,background_claim
"Gathering such a datataset is not only laborious, but it also requires that the captured family of motions is similar in all other respects",background_claim
other landing points,data
initial and final state,data
overall style,data
an aspect that is quite hard to reproduce by real actors,background_claim
the process of generating such parameterized motions is the most challenging aspect of data acquisition for video game production,background_claim
Buc,data
the animators often wish to create non-realistic motions that defy the laws of physics,background_claim
a space where motion capture simply fails to provide any samples,background_claim
We take the approach to acquiring similar motions is to adapt a single motion sequence several times to synthesize a family of motions that preserve physics constraints,own_claim
Motions created in this manner can satisfy an animator’s exact specifications with a minimum of deviation from the initial motion sequence,own_claim
"Ideally, we would like to use a minimal source of motion data",own_claim
to create a wide range of additional motions,own_claim
perhaps a single captured movement,data
Recently a number of dynamic motion adaptation methods have been proposed,background_claim
PW99,data
ZH99,data
TSK02,data
SP04,data
SHP04,data
the work presented in this paper falls into this category,own_claim
"In contrast to the existing methods, our proposed framework is particularly robust to large-scale motion modifications",own_claim
"In this paper, we describe the momentum-based motion editing technique",own_claim
"we can adapt a forward leaping movement, to a collection of leaping movement in different directions including a backward leap, or a 360 ◦ leaping spin",data
"Using our motion editing framework, we show how a family of dynamic movements can be synthesized based on the animator’s needs for interactive control",own_claim
we can use simple interpolation techniques to allow real-time exploration of this synthetic motion space,own_claim
our family of motions samples the space widely,data
satisfies exact constraints,data
deviates minimally from the original source sequence,data
We describe a number of real-time animation tools that can be constructed using these synthetic motion families,own_claim
interactive displacement of constraints,own_claim
inverse control examples,own_claim
the determination of the natural volleyball spike that would hit the ball arriving at a specific position in space,data
varying foot landing position,data
"we describe how the same synthetic sampling/interpolation approach can be used to develop realtime controllers for leaping character motion, all synthesized from a single motion-captured leap",own_claim
Recent research in computer animation focused on techniques for remapping existing data to given specifications of a new scenario,background_claim
we build on the research in both physicsand interpolation-based motion editing methods,own_claim
Optimal trajectory methods,background_claim
provide a powerful framework for enforcing dynamic constraints while searching for the most favorable motion judged by the objective function,background_claim
WK88,data
has presented a significant challenge,background_claim
Extending physicsbased optimization to a full human figure,background_claim
the nonlinearity of the dynamic constraints,data
sensitivity to the starting point of the optimization,data
The dependency on the initial point has been somewhat alleviated by starting out with the captured motion sequence,background_claim
a first method that transforms motion capture data while preserving physical properties,background_claim
PW99,data
They found solutions by performing optimizations on the reduced character model,background_claim
"More recently, editing motion capture data based on spacetime optimization has become a popular strategy for producing realistic character animations",background_claim
RGBC96,data
SP04,data
SHP04,data
These methods provide control for modifying data while retaining physically plausible properties of captured motion by restricting the optimization space with additional kinematic constraints,background_claim
or by solving within the PCA-reduced space of motions,background_claim
RGBC96,data
SHP04,data
relying on simplifications of dynamic constraints is not necessary,background_claim
"proper scaling and estimation of joint angles, torques, and Lagrange multipliers are provided",data
SP04,data
Our work uses a similar spacetime optimization framework,own_claim
"In contrast to other approaches, we formulate significantly simpler momentum constraints on a complex character model, without solving for muscle forces explicitly",own_claim
LP02,data
scaling and convergence issues are less critical in our optimization framework,own_claim
we do not compute internal torques for joints,data
Our physics-based motion editing approach is based on the momentum constraints,own_claim
LP02,data
"In that work, momentum constraints were used for synthesis of highly dynamic motion from simple animations that did not contain sufficient information to synthesize the full motion",background_claim
"As a result, transition poses had to be introduced to further restrict the optimization space",background_claim
There are two main advantages of momentum constraints over the full dynamics constraints,own_claim
"we are solving for a much smaller set of unknowns, and over a much “better behaved” set of constraints",own_claim
since dynamic constraints are reduced to only global momentum patterns,data
This allows us to find solutions quickly,own_claim
enabling us to find solutions significantly further away from the original motion,own_claim
these constraints do not suffer from many local minima,data
they encode more about the natural motion than just physical correctness,background_claim
"in natural motion, passive elements such as tendons and ligaments store and release energy during ballistic motion",data
"To model this with a full dynamic system, one would have to include a complex muscle model",background_claim
Momentum constraints effectively record the aggregate effect of the natural torque usage and energy storage/release in a specific momentum pattern,background_claim
"This additional information embedded within the momentum constraints ensures that adapted motion is not just physically correct, but that it also constrains the motion within the momentum exchange patterns observed in nature",background_claim
our method applies momentum constraints directly on the motion capture data,own_claim
Our algorithm does not require any additional pose constraints at the transition points between flight and ground phases,own_claim
we introduce a novel spline-based representation for the momentum patterns that can be used to intrinsically enforce the similarity between the resultant motion and the input motion,own_claim
dynamic filtering is an efficient alternative for motion editing of smaller amplitude,background_claim
providing an interactive editing interface to the user,background_claim
Per-frame based frameworks largely reduce the computation time,data
TSK02,data
SKG03,data
"the per-frame approach means that animators can modify the spatial position of constraints, but not their position in time",background_claim
applied Kalman filter to estimate an optimal pose for the current frame subject to the given constraints,background_claim
Tak et al.,data
The result of the estimation is then rectified by least-square-fit to ensure a physically sound motion,background_claim
TSK02,data
approximated the adjustment made to the original motion capture data by correcting the momentum of the character during flight and using the balance constraints on the ground,background_claim
SKG03,data
these methods are geared toward the local modification compared to the overall motion,background_claim
improving the balance,data
our approach is able to handle global changes of the motion,own_claim
transforming a forward jump to a 360 ◦ backward spin jump,data
Another branch of dynamic filtering employs dynamic tracking,background_claim
ZH99,data
PR01,data
These methods combine motion capture data and dynamic simulation to retain human-like details from the data while presenting interaction with the environment,background_claim
These methods produce motions that do not deviate significantly from the input motion,background_claim
relying on the existence of captured motion that is similar to what the user intends to do,background_claim
Straightforward interpolation of joint angles usually fails to preserve physical realism from the original data,background_claim
many methods have shown that small modification of the motion can be easily done by linear interpolation of joint angles,background_claim
BW95,data
WP95,data
WH97,data
Gleicher adapted original motion to a new character while maintaining environmental constraints,background_claim
foot contacts on the floor,data
Combining interpolation with kinematics constraints,data
Gle98,data
A more sophisticated interpolation was presented using radial basis functions to blend motion sequences with various inverse-kinematic goals,background_claim
or different style,background_claim
RSC01,data
RCB98,data
data acquisition and post-processing for these methods present a significant challenge,background_claim
motion sequences need to be carefully crafted so that they contain the same content yet different in style,data
Our approach only requires one single motion capture sequence as the seed,own_claim
This seed is used to generate a family of motion sequences that parameterize the dynamic space,own_claim
a multi-level B-spline representation by which they transform existing motion to satisfy desired constraints adaptively through direct manipulation,background_claim
LS99,data
"Using B-spline representation, the motion edits can be limited to user-specified frequency bands",background_claim
providing a more effective optimization framework,background_claim
Our work adapts the idea of using spline-based representation to constrain the search of the optimization,own_claim
We model the momentum curves by a B-spline representation which are fitted to the original motion so that the search space in the optimization is limited to solutions that have similar dynamic behavior of the original motion,own_claim
Our system is based on an optimization algorithm that can transform the captured motion to satisfy high-level user constraints while preserving physical realism,own_claim
"As input, the system takes a single motion capture sequence and the userspecified modification",own_claim
The pre-fitting optimizes a set of coefficients used to model momentum curves so that they are constrained to the similar shapes of the original motion,own_claim
"The system then formulates a spacetime optimization that solves for a new motion, where both high-level physical constraints and the user specification are met",own_claim
"With a family of such optimized motions that parameterize certain dynamic space, we can apply a simple linear interpolation to generate arbitrary new motion within the dynamic space in real-time",own_claim
for the task of motion editing,own_claim
Our algorithm adapts the momentum-based constraints,own_claim
LP02,data
"Instead of filling in missing data, motion editing must solve the converse problem of preserving the original data while still satisfying animator-imposed constraints",own_claim
There is no need for keyframing of any kind,own_claim
the motion already starts in a good initial state,data
"Any underlying physical model employed by the system must be flexible enough to precisely describe the initial state of the motion and, at the same time, rigid enough to maintain a semblance of the original motion throughout the editing process",own_claim
At the heart of our algorithm is a set of full-body angular and linear momentum curves,own_claim
These curves constrain the edited motion to the realm of physical realism without the need to simulate expensive dynamical properties,own_claim
joint torques,data
contact forces,data
The advantage of this approach is twofold,own_claim
a good initial state of the momentum coefficients results in rapid convergence of the optimization,own_claim
the coefficients that control the shape of the curves can be fixed throughout the editing process,own_claim
effectively performing a biased search for similar motions in the momentum space,own_claim
the motion is captured using an optical system and processed to fit the character’s skeletal structure,own_claim
we employ the constraint detection technique described,own_claim
to partition the motion into ground-contact and flight stages,own_claim
LP02,data
we also need to determine the time interval between two animation frames,own_claim
the animator may at times wish to produce physically impossible jumps that are not constrained to the earth’s gravity,data
the sampling rate varies for each input motion sequence,data
Gravity and time step are directly related,own_claim
we can equivalently choose to find the right gravitational constant that makes the motion realistic for a given unit time step,data
the angular momentum remains constant,own_claim
"During free-fall stages, the linear momentum is only affected by gravity",own_claim
A defining characteristic of motion is the shape and magnitude of its momentum curve,own_claim
Figure 2,data
this formulation can capture a greater variability of momentum patterns than the previously used hardwired patterns,own_claim
LP02,data
This is especially important when dealing with motion capture data,own_claim
wide range of different maneuvers possible in the real world,data
There are few exceptions to the problem described above,own_claim
In this section we discuss the process of editing motions using our system,own_claim
we model motion as an optimal dynamic process with a set of realistic constraints,own_claim
LP02,data
"our condition for optimality is that the output motion be both as smooth, and as similar, to the original motion as possible",own_claim
"Constraints on the solution ensure that the character’s limb do not bend unnaturally, that the character’s feet do not pass through the ground, and that the character’s full-body momentum curve follows the path of the pre-fit momentum splines",own_claim
In addition to the constraints and objectives used,own_claim
we also introduce a similarity objective and a pseudo balance objective,own_claim
following sections,data
LP02,data
The similarity objective is intended to keep the optimized motion as similar to the original as possible,own_claim
there are some instances when the resulting motion would leave the character unnaturally leaning without a means of support,own_claim
we do not model the specific human preference to stay out of extreme leaning movements that in real life can often cause foot slipping on the ground,data
"To pull the optimized solution away from these unstable regions, we include a pseudo balance objective",own_claim
We find that the correct weight of these objectives do not vary much from motion to motion,own_claim
other parts of the objective function,own_claim
one value tends to “fit all”,own_claim
as long as the weight is well scaled w.r.t,data
Our system provides several high level motion specification tools,own_claim
the animator never has to think of editing in terms of constrained optimization,own_claim
The optimization enforces two types of constraints,own_claim
"environment constraints, K e",own_claim
"momentum constraints, K m",own_claim
feet positions on the ground,data
The following spacetime formulation finds the unknowns Q and G that minimize the objective function while satisfying all the constraints,own_claim
"min Q,G E s (Q) + E b (Q) subject to K K e m (Q) (Q, G) = = 0 0",data
This is particularly useful when creating non-realistic motion that defies gravity,own_claim
"Alternatively, several motions can be generated together in a batch mode",own_claim
"Once the user is satisfied with the edits, the optimization process takes between 1 to 5 minutes per motion",own_claim
provides a good initial state for the spacetime optimization,own_claim
The resulting motion is a crude approximation of the final result,own_claim
we describe a technique for generating a continuous ranges of physically plausible motions from a single motion capture sequence,own_claim
The technique constructs an output motion in real-time by performing a simple weighted average over the DOFs values from a set of sample motions,own_claim
A family of motions can be populated from the input motion by systematically varying the position and orientation of one or more ground stages and then performing a sequence of similar optimization,own_claim
We provide a user interface for the three most useful types of motion families,own_claim
Figure 3,data
Other types of motion families can be easily added,own_claim
the algorithm is very fast and well suited to any application where the output motion must be generated “on the fly”,own_claim
they can be as densely populated as necessary to increase the accuracy of the interpolation,own_claim
motion families are produced offline,data
they blend very well and need not be sampled very densely at all,own_claim
"since the members of a motion family are produced by the same optimization setup, varying only in specific dimensions",data
9 samples is the most we ever required to adequately sample the dynamic space of a motion,data
We chose to use a simple linear blending method for several reasons,own_claim
The size of the sample space as well as the density at which it is sampled can both be adjusted as necessary,own_claim
The first type varies the translation of a ground stage along a line,data
the second type varies the translation of the ground stage along a 2 dimensional grid,data
the third type varies both the translation and orientation of the ground stage along a semi-circle such that the orientation of the character is consistently aligned along the normal vector of the arc,data
foot glide is among the most troublesome artifacts for most motion blending techniques,background_claim
we find that it is imperceptible for both the line and grid motion families,own_claim
a very miniscule amount of foot glide becomes perceptible,own_claim
"the global orientation and the translation of the motion are interpolated simultaneously, as is the case in the circle motion family",data
A simple fix is to apply a per-frame inverse kinematic (IK) solver to slightly adjust the lower body to satisfy the positional constraints on each foot,own_claim
Solving IK on the lower body not only has the effect of planting the foot firmly on the ground without changing the overall looks of the motion,own_claim
"is also light-weight enough to converge in real-time, as the motion is being displayed",own_claim
we have shown how to populate the space of dynamic motion by interpolating between samples,own_claim
In many applications the most important aspect to control is the position and time at which the character makes contact with an object in the environment,own_claim
"a soccer header motion, where it is required that the character’s head always makes contact with the soccer ball at the correct moment in time",data
One advantage of our motion generation algorithm is that it provides for a wide range of physically plausible animations in real-time,own_claim
"To demonstrate the full benefit of this approach, we have created a video game interface where the user controls the trajectory of a jumping character with a multi-directional control pad",own_claim
Figure 6,data
The interesting aspect of this motion is that the character must exhibit foresight in the motion of the first jump,own_claim
"the correct contact forces can be generate in the intermediate ground stage, to create the necessary momentum for the second jump",own_claim
The spacetime approach is,own_claim
ideal for editing such a motion,own_claim
the way it intrinsically models the interdependencies between different stages of a motion,data
Our approach inherits the same key benefit from spacetime,own_claim
allow us generate motions in realtime,own_claim
Our system provides a set of UI tools to help the user rapidly specify modifications to existing motions,own_claim
the resultant motion remains stylistically similar to the original,own_claim
our system is capable of making drastic changes from the original motion,own_claim
we edited the same hopping motion to exhibit a 360 ◦ spin followed by a 180 ◦ spin in the opposite direction,data
"In a hopping example, the animator interactively manipulates the position, height, and orientation of each ground stage",data
"she must lower her center of mass, lean farther to the right, and pivot slightly in preparation for the take-off",own_claim
"The character must cover a longer distance, reach a greater height and assume a new orientation in the modified hopping motion",data
Figure 5,data
we are able to generate a jumping motion with arbitrary takeoff and landing positions within the parameterized space in an interactive fashion,own_claim
the interpolation can be performed in real-time,data
"we are able to generate arbitrary intermediary motions where the character contacts the ball at any location within the sampled space, in real-time",own_claim
interpolating between the optimal motions,data
A more intuitive way to edit motion capture data with arbitrary positional constraints is to use our real-time inverse control mechanism,own_claim
Our system can also be used to create a class of nonrealistic motions that allow the character to exhibit superhuman strength and to defy the laws of physics,own_claim
In our system it is easy to alter the gravitational constant in one or more ground stages,own_claim
our system can easily handle these imaginary circumstances,own_claim
the character must gain the momentum required to achieve the specified height on takeoff and,own_claim
absorb the same amount of momentum on landing,own_claim
This requires a super-human muscle strength,own_claim
we place no limits on their magnitude,data
we do not directly model muscle forces,data
the system increases the length of the time-step in each frame of the flight stage and then continues the editing process as normal,own_claim
the animator chooses to leave the gravity unaltered,data
editing non-realistic motion is the same as editing any other motion,own_claim
the animators perspective,data
This work builds on the research in both physics-based motion synthesis and interpolation-based motion editing approaches,own_claim
"we suggest that using physics-based adaptation to create motion samples for the purpose of data interpolation is perhaps a ""sweetspot"" between these two approaches",own_claim
"Once the dataset is created, this paradigm allows animators to interactively edit the realistic dynamic motion",own_claim
The primary contribution of this work is a new momentum-based method for adaptation of ballistic character movement,own_claim
our framework can produce an wide range of motions that are significantly different from the original motion,own_claim
"Our method does not require model reduction, or a reduced motion space",own_claim
our method is also significantly faster than other physics-based transformation methods,own_claim
we do not solve for the generalized forces for each joint angle,data
This speed allows us to create a large number of motions within a reasonable time,own_claim
the family of parameterized motion samples has been generated,data
we describe an interactive framework where the animator can explore the space of realistic motions,own_claim
we show how real-time data-driven controllers for realistic human motion can be constructed from a single motion capture sequence,own_claim
our framework does not handle all realistic character motions,own_claim
We also show how the same framework can be adapted for inverse control,own_claim
It specifically applies to highly-dynamic motions with ballistic stages,own_claim
We suspect that momentumbased approach would not be well suited for less energetic motions such as walking,own_claim
the number of samples required is exponentially proportional to the number of dimensions,own_claim
the current framework is hindered by the offline computation of a large dataset,own_claim
There are several ways to facilitate the computation by taking advantage of the fact that we are solving a sequence of very similar problems,own_claim
A more intelligent sampling strategy is essential for generalizing our approach to a multi-dimensional dynamic space,own_claim
there are some extreme cases which do not produce realistic motion,own_claim
our model does not account for realistic muscle strength,data
Adding heuristics such as balance during contact can to a large extent eliminate these problems,own_claim
friction during ground contact,data
Realistic human motion is an important part of media like video games and movies,background_claim
More lifelike characters make for more immersive environments and more believable special effects,background_claim
realistic animation of human motion is a challenging task,background_claim
people have proven to be adept at discerning the subtleties of human movement and identifying inaccuracies,data
One common solution to this problem is motion capture,background_claim
motion capture is a reliable way of acquiring realistic human motion,background_claim
by itself it is a technique for reproducing motion,background_claim
Motion capture data has proven to be difficult to modify,background_claim
editing techniques are reliable only for small changes to a motion,background_claim
the data on hand isn’t sufficiently similar to what is desired,data
"often there is little that can be done other than acquire more data, a time-consuming and expensive process",background_claim
This limits the utility of motion capture,background_claim
This in particular is a problem for applications that require motion to be synthesized dynamically,background_claim
interactive environments,data
Our goal is to retain the realism of motion capture while also giving a user the ability to control and direct a character,own_claim
we would like to be able to ask a character to walk around a room without worrying about having a piece of motion data that contains the correct number of steps and travels in the right directions,data
This paper presents a method for synthesizing streams of motions based on a corpus of captured movement while preserving the quality of the original data,own_claim
We also need to be able to direct characters who can perform multiple actions,own_claim
we compile a structure called a motion graph that encodes how the captured clips may be re-assembled in different ways,own_claim
Given a set of motion capture data,data
The motion graph is a directed graph wherein edges contain either pieces of original motion data or automatically generated transitions,own_claim
users needn’t capture motions specifically designed to connect to one another,own_claim
our methods automatically detect and create transitions between motions,data
the user can tune the high-level structure of the motion graph to produce desired degrees of connectivity among different parts,own_claim
"Motion graphs transform the motion synthesis problem into one of selecting sequences of nodes, or graph walks",own_claim
"By drawing upon algorithms from graph theory and AI planning, we can extract graph walks that satisfy certain properties",own_claim
giving us control over the synthesized motions,own_claim
is critical to successful application of motion capture data,background_claim
carefully plan out each movement,background_claim
It is possible to place additional constraints on the desired motion,own_claim
Washburn 2001,data
Much previous work with motion capture has revolved around editing individual clips of motion,background_claim
can be used to smoothly add small changes to a motion,background_claim
Motion warping,background_claim
Witkin and Popović 1995,data
Retargeting,background_claim
maps the motion of a performer to a character of different proportions while retaining important constraints like footplants,background_claim
Gleicher 1998,data
Lee and Shin 1999,data
Various signal processing operations,background_claim
"Our work is different from these efforts in that it involves creating continuous streams of motion, rather than modifying specific clips",own_claim
Bruderlin and Williams 1995,data
can be applied to motion data,background_claim
"One strategy for motion synthesis is to perform multi-target blends among a set of examples, yielding a continuous space of parameterized motion",background_claim
used linear interpolation to create parameterizations of walking at various inclinations and reaching to various locations,background_claim
Wiley and Hahn,data
1997,data
used radial basis functions to blend among clips representing the same motion performed in different styles,background_claim
Rose et al.,data
1998,data
These works have a focus complementary to ours,own_claim
they are mainly concerned with generating parameterizations of individual clips,background_claim
we are concerned with constructing controllable sequences of clips,own_claim
Another popular approach to motion synthesis is to construct statistical models,background_claim
used kernel-based probability distributions to synthesize new motion based on the statistical properties of example motion,background_claim
Pullen and Bregler,data
2000,data
Coherency was added to the model by explicitly accounting for correlations between parameters,background_claim
processed motion capture data by constructing abstract “states” which each represent entire sets of poses,background_claim
Bowden,data
2000,data
Galata et al.,data
2001,data
Brand and Hertzmann,data
2000,data
they risk losing important detail,background_claim
Transition probabilities between states were used to drive motion synthesis,background_claim
these statistical models synthesize motion based on abstractions of data rather than actual data,data
In our work we have tighter guarantees on the quality of generated motion,own_claim
We generate motion by piecing together example motions from a database,own_claim
these systems did not focus on the satisfaction of high-level constraints,background_claim
Numerous other researchers have pursued similar strategies,background_claim
used a rulebased system and simple blends to attach procedurally generated motion into coherent streams,background_claim
Perlin,data
used support vector machines to create motion sequences as compositions of actions generated from a set of physically based controllers,background_claim
Perlin and Goldberg,data
we require different approaches to identifying and generating transitions,own_claim
1995,data
1996,data
"our system involves motion capture data, rather than procedural or physically based motion",data
Faloutsos et al.,data
2001,data
these systems were mainly concerned with appropriately generating individual transitions,background_claim
we address the problem of generating entire motions,own_claim
that meet user-specified criteria,own_claim
developed a system that used a database to extract motion meeting high-level constraints,background_claim
Lamouret and van de Panne,data
1996,data
their system was applied to a simple agent with five degrees of freedom,background_claim
we generate motion for a far more sophisticated character,own_claim
used a state-based statistical model similar to those mentioned in the previous paragraph to rearrange segments of original motion data,background_claim
These segments were attached using linear interpolation,background_claim
Molina-Tanco and Hilton,data
2000,data
"The user could create motion by selecting keyframe poses, which were connected with a highprobability sequence of states",background_claim
Our work considers more general and sophisticated sets of constraints,own_claim
Work similar to ours has been done in the gaming industry to meet the requirements of online motion generation,own_claim
Many companies use move trees,background_claim
Mizuguchi et al. 2001,data
which,background_claim
are graph structures representing connections in a database of motion,background_claim
move trees are created manually,background_claim
blends are created by hand using interactive tools,data
short motion clips are collected in carefully scripted capture sessions,data
Motion graphs are constructed automatically,own_claim
move trees are typically geared for rudimentary motion planning,background_claim
The generation of transitions is an important part of our approach,own_claim
presented a simple method for smoothly interpolating between two clips to create a blend,background_claim
Perlin,data
1995,data
2000,data
orientation filters that allowed these blending operations to be performed on rotational data in a more principled fashion,background_claim
a more complex method for creating transitions that preserved kinematic constraints and basic dynamic properties,background_claim
Lee,data
Rose et al.,data
Our main application of motion graphs is to control a character’s locomotion,own_claim
1996,data
This problem is important enough to have received a great deal of prior attention,background_claim
synthesis is required,background_claim
Procedural and physically based synthesis methods have been developed for a few activities,background_claim
a character’s path isn’t generally known in advance,data
walking,data
running,data
Multon et al. 1999,data
Sun and Metaxas 2001,data
Hodgins et al. 1995,data
Bruderlin and Calvert 1996,data
techniques such as these can generate flexible motion paths,background_claim
the current range of movement styles is limited,background_claim
these methods do not produce the quality of motion attainable by hand animation or motion capture,background_claim
a method for editing the path traversed in a clip of motion capture,background_claim
2001,data
Gleicher,data
it did not address the need for continuous streams of motion,background_claim
nor could it choose which clip is correct to fit a path,background_claim
Our basic approach,own_claim
has been applied previously to other problems,own_claim
detecting transitions,data
constructing a graph,data
using graph search techniques to find sequences satisfying user demands,data
a similar method for synthesizing seamless streams of video from example footage and driving these streams according to high-level user input,background_claim
2000,data
Schödl et al.,data
"Since writing this paper, we have learned of similar work done concurrently by a number of research groups",own_claim
used a randomized search algorithm to extract motion that meets user constraints,background_claim
also constructed a graph and generated motion via three user interfaces,background_claim
This resulted in sequences of short clips forming complete motions,background_claim
keyframed a subset of a character’s degrees of freedom and matched small segments of this keyframed animation with the lower frequency bands of motion data,background_claim
generated a two-level statistical model of motion,background_claim
This model was used both to generate new motion based on user keyframes and to edit existing motion,background_claim
Arikan and Forsythe,data
2002,data
constructed from a motion database a hierarchical graph similar to ours,background_claim
Lee et al.,data
2002,data
a list of choices,data
a sketch-based interface similar to what we use for path fitting,data
Pullen and Bregler,data
Section 5,data
a live video feed,data
2002,data
Li et al,data
2002,data
At the lower level were linear dynamic systems representing characteristic movements called “textons”,data
the higher level contained transition probabilities among textons,data
A motion graph is a directed graph where all edges correspond to clips of motion,own_claim
A more interesting graph requires greater connectivity,own_claim
we need to create clips expressly for this purpose,own_claim
it is unlikely that two pieces of original data are sufficiently similar,data
a node to have multiple outgoing edges,data
there must be multiple clips that can follow the clip(s) leading into the node,own_claim
we can create a wellconnected structure with a wide range of possible graph walks,own_claim
inserting transition clips between otherwise disconnected nodes,data
introducing nodes within the initial clips,data
Figure 2,data
creating transitions is a hard animation problem,own_claim
the problem of automatically creating such a transition is arguably as difficult as that of creating realistic motion in the first place,own_claim
if two motions are “close” to each other then simple blending techniques can reliably generate a transition,own_claim
our strategy is to identify portions of the initial clips that are sufficiently similar that straightforward blending is almost certain to produce valid transitions,own_claim
motion capture data is typically represented as vectors of parameters specifying the root position and joint rotations of a skeleton on each frame,background_claim
One might attempt to locate transition points by computing some vector norm to measure the difference between poses at each pair of frames,background_claim
such a simple approach is ill-advised,own_claim
it fails to address a number of important issues,own_claim
Simple vector norms fail to account for the meanings of the parameters,own_claim
there is no meaningful way to assign fixed weights to these parameters,own_claim
the effect of a joint rotation on the shape of the body depends on the current configuration of the body,data
in the joint angle representation some parameters have a much greater overall effect on the character than others,data
comparing two motions requires identifying compatible coordinate systems,own_claim
the motion is fundamentally unchanged if we translate it along the floor plane or rotate it about the vertical axis,own_claim
A motion is defined only up to a rigid 2D coordinate transformation,own_claim
Smooth blends require more information than can be obtained at individual frames,own_claim
"A seamless transition must account not only for differences in body posture, but also in joint velocities, accelerations, and possibly higher-order derivatives",own_claim
"To motivate it, we note that the skeleton is only a means to an end",own_claim
"In a typical animation, a polygonal mesh is deformed according to the skeleton’s pose",background_claim
For this reason we measure the distance between two frames of animation in terms of a point cloud driven by the skeleton,own_claim
This mesh is all that is seen,background_claim
it is a natural focus when considering how close two frames of animation are to each other,background_claim
The use of windows of frames effectively incorporates derivative information into the metric,own_claim
Ideally this point cloud is a downsampling of the mesh defining the character,own_claim
is similar to the approach,background_claim
Schödl et al. 2000,data
"To make our transition model more compact, we find all the local minima of this error function",own_claim
extracting the “sweet spots” at which transitions are locally the most opportune,own_claim
Schödl et al. 2000,data
A local minimum in the distance function does not necessarily imply a high-quality transition,own_claim
it only implies a transition better than its neighbors,own_claim
The simplest approach is to only accept local minima below an empirically determined threshold,own_claim
This can be done without user intervention,own_claim
often users will want to set the threshold themselves to pick an acceptable tradeoff between having good transitions,own_claim
and having high connectivity,own_claim
low threshold,data
high threshold,data
Different kinds of motions have different fidelity requirements,own_claim
walking motions have very exacting requirements on the transitions,data
people have seen others walk nearly every day since birth and consequently have a keen sense of what a walk should look like,data
most people are less familiar with ballet motions and would be less likely to detect inaccuracies in such motion,data
